// voice	text
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c360_true2	悪魔のくせに小言なんて…主じゃなかったら火と硫黄の池に突き落としてやるのに。
c360_true3	私は万物の摂理を悟った者。だから、少しぐらい優しくしてくれたって…いいでしょ。
c360_victory	一汗かいたわね～\悪魔よ、神の使徒に冷たい飲み物を捧げなさい。
c364_boss_long	あなたは私の運命の方ではなさそうですね。
c364_boss_short	あなたは私の好みではありませんよ。
c364_ctskill	しっかり隠れて！
c364_death_1	ハッピーエンディングが良いのに…ふう…
c364_death_2	きゃああ～～！
c364_drive	LA DOLCE VITA！
c364_hit_1	ああっ！
c364_hit_2	…っもう！
c364_hit_3	ひいん…
c364_prskill	噛んじゃおっかなー
c364_skill	行きます！
c364_spa	ううん～溶ける、溶けちゃう…\あれ？持ってきたキャンディも溶けちゃいました～へへ…♥
c364_startbt	甘～いキャンディを準備しましたよ！
c364_story1	ホワイトデーとかバレンタインデーとか\実はそんなに大事じゃないの。\本当に大事なのは…そう、それは…\愛の告白でしょう！！
c364_story2	うふふ。\あなたも、私の契約者も、そして私自身も…\みんな子供ですね。愛が何か知らない…
c364_story3	きゃぁあ～！ホント！？本当に本当？\日記に絶対書いておこう！\かわいい悪魔様が私にコ・ク・ハ・クした日だって！
c364_true1	あなたと一緒なら、愛がどういうものなのか、わかるでしょうか…？
c364_true2	誰かが言ったそうです…\《LOVE or DEATH》と。\あ…本当にステキな言葉ですね。
c364_true3	かわいい悪魔さまのための、シトリー特製ミント\キャンディで～す！\変な薬とか、絶対に入れていませんから、\安心して下さーい。
c364_victory	お疲れ様でした、かわいい悪魔様。
c365_boss_long	デビルバスター初号機リザ、起動しました。
c365_boss_short	システム、オールグリーン。
c365_ctskill	弱点はそこですね。
c365_death_1	システム…シャットダウン…
c365_death_2	作戦…失敗です…
c365_drive	最大出力、発射！
c365_hit_1	装甲損傷。
c365_hit_2	これくらい…
c365_hit_3	被弾しました。
c365_prskill	すべて撃破します。
c365_skill	ターゲット、ロックオン。
c365_spa	驚きましたか？\防水仕様です。
c365_startbt	《デビルバスター初号機》の力をお見せしましょう。
c365_story1	《エネルギー減少。残り50%…》\殲滅モード終了…\これより節電モードに移行します。
c365_story2	しかし、よかったです。少しではありますが、エネルギーが補充できたのでお手伝いいたします。さあ、どうぞ荷物を渡してください。
c365_story3	《システムリブート》\《デビルバスター初号機リザ、再起動します》
c365_true1	《緊急回避モード》があると言いましたが、搭乗感はそんなによくはありません。車ではないですし…何ですか？その好奇心に満ちた目は。
c365_true2	《対魔王決戦兵器デビルバスター初号機リザ》…これは、弐号機もあるということでしょうか？それなら次は赤い色でしょうね。
c365_true3	…昨日ダビにシールを貼られました。車のように思われているのかもしれません。
c365_victory	目標殲滅しました。
c367_boss_long	踏んづけてあげようかしら？
c367_boss_short	おーっほっほっほっほ！魔王ダビ様、登～場！
c367_ctskill	魔王ダビの実力よ！
c367_death_1	ちぃっ、生意気に…
c367_death_2	はぁ…
c367_drive	さあ、ひざまずけ！
c367_hit_1	うああ！
c367_hit_2	ぐひぃ！
c367_hit_3	はあっ！
c367_prskill	私の力、受けてみる？
c367_skill	あ～っはっはっはっは！
c367_spa	毎日が今日みたいだと良いわね～
c367_startbt	魔王ダビに任せなさい！
c367_story1	新しい魔王、ダビ様の登場よ！\ま、そんなわけで、これからよろしくね。
c367_story2	神は騙せても、この魔王ダビは騙すことはできないってことよ。
c367_story3	この魔王ダビが、教育がよくされたストーカーですって？
c367_true1	モナ姉さま～♥えへへへへ～魔王ダビはモナ姉さまと結婚するわよ！
c367_true2	ううう…いつ頃魔界に戻れるのか…\それもこれも全部お前のせいではないか！
c367_true3	お前のせいで魔王ダビ様の計画が全部狂ってしまったのよ！
c367_victory	ふっふっふ～！\これくらいとっても簡単でしょ？
c370_88_boss_long	ついにラスボス登場～！
c370_88_boss_short	あら～恥ずかしがっちゃって♥
c370_88_bubble_prskill	大波警報はっつれ～い♥
c370_88_bubble_skill	これはどうかしら？
c370_88_ctskill	さあ、集中して！
c370_88_death_1	次は…必ず…
c370_88_death_2	ちょっと疲れたみたい…
c370_88_drive	強い日差しも問題なし！
c370_88_hit_1	ひどい～！
c370_88_hit_2	あらあら～
c370_88_hit_3	痛～い！
c370_88_hit_4	うふふふっ。
c370_88_hit_5	きゃ～
c370_88_hit_6	まったく～！
c370_88_hit_7	いたずらっ子ね～
c370_88_hit_8	怒ったわよ！
c370_88_hit_9	くうっ…
c370_88_prskill	大波警報はっつれ～い♥
c370_88_skill	これはどうかしら？
c370_89_boss_long	ついにラスボス登場～！
c370_89_boss_short	あら～恥ずかしがっちゃって♥
c370_89_bubble_prskill	スプラッシュウェーブ！
c370_89_bubble_skill	ビッグウェーブ到来！
c370_89_ctskill	いじわるしちゃいますよ～！
c370_89_death_1	日差しが暑すぎました…
c370_89_death_2	また夏にお会いしましょう…
c370_89_drive	強い日差しも問題なし！
c370_89_hit_1	ひど～い！
c370_89_hit_2	あらあら。
c370_89_hit_3	痛～い！
c370_89_hit_4	うふふふっ。
c370_89_hit_5	きゃ～
c370_89_hit_6	まったく～！
c370_89_hit_7	いたずらっ子ね～
c370_89_hit_8	怒ったわよ～！
c370_89_hit_9	くうっ…
c370_89_prskill	大波警報はっつれ～い♥
c370_89_skill	これはどうかしら？
c370_boss_long	夏の日差しは無視できません。
c370_boss_short	ハッピーサマ～♥
c370_ctskill	さあ、集中して！
c370_death_1	次は…必ず～！
c370_death_2	ちょっと疲れたみたい…です。
c370_drive	もっと楽しみましょう！
c370_hit_1	あいたっ…！
c370_hit_2	恥ずかしがっちゃって！
c370_hit_3	もう知らない！
c370_prskill	逃げちゃダメよ～
c370_skill	素敵な日ですね～
c370_spa	は～旅の疲れが取れますね！
c370_startbt	勇気を出せば楽しく遊べますよ。
c370_story1	夏は暑くて嫌、ですって？\夏が暑いのは当たり前です！
c370_story2	火炎地獄で生まれた方が何をおっしゃいますか？\うふふっ、冗談です。今日はそろそろ帰りましょう。倒れられたら困りますからね～
c370_story3	煌めく太陽、海辺のバカンス。賑やかな声と海の生き物たち…魔界では味わえないものばかりですね。もっと楽しみましょう。
c370_true1	あら～日差しが強いですね～ご主人さま～\モナにオイルを塗ってくださいますか～？\あっ、どこに行くんですか！？ 
c370_true2	争奪戦は争奪戦！休暇は休暇！\たまには、ゆっくり休みましょう！
c370_true3	うふ～せっかくここまで来たんです。もっと楽しみましょう♥もうお疲れみたいですけどね～うふふふ～
c370_victory	灼熱の太陽も、このモナには敵いませ～ん♥
c371_boss_long	UVカット完了！気持ちのいい日ですね。
c371_boss_short	こんな時まで、しかめっ面ですか？うふふ。
c371_ctskill	冗談は終わりです。
c371_death_1	は～…熱中症？
c371_death_2	私が…ミスなんて… 
c371_drive	どこを見てるんです？
c371_hit_1	くうっ…
c371_hit_2	許せません。
c371_hit_3	いい加減にしなさい…！
c371_prskill	緩みすぎですね。
c371_skill	うふふっふっ！
c371_spa	水風呂から湯船に入ると、本当に極楽ですね…\は～
c371_startbt	特別にお手伝い致しましょう。
c371_story1	あなたを見ていると、昔の私を思い出します。常に緊張し、腹が立ってイライラしていました。もしかすると、私がお役に立てることがあるかもしれません。
c371_story2	確かに、猫悪魔の御主人様が水を好きになるのは大変そうですね。これは不覚でした。では、バタ足の練習から始めましょうか？
c371_story3	泳げなくても問題ありません。泳げないなら浮き輪を使えば良いし、手が使えなかったら噛みつけば良いのです。難しく考える必要ありません。 
c371_true1	ワーカホリックであろうとなかろうと、休日は楽しいものです。似合わないですって？うふっ、そうかも知れませんね。
c371_true2	さぁ、楽しんでください。もしかすると御主人様の憂鬱の原因は、ビタミンD不足かもしれません。 
c371_true3	こんなところに来てまで仕事はしません。うふっ、本当に私を誤解してますね。休む時は休んで、働く時は働く。そうすれば最高のコンディションが保てます。
c371_victory	ただいま戻りました。何も問題ありません。
c372_boss_long	知ってた？バカご主人って泳げないんだって～！
c372_boss_short	こっちこっち～
c372_ctskill	くらえ～ダビの奥義！
c372_death_1	ふえ～ん！
c372_death_2	バカ！もう遊んであげない！
c372_drive	あ…うえぇ～ん！ダビのアイスが～！
c372_hit_1	うわ～ん！
c372_hit_2	悪い悪魔だ～！
c372_hit_3	許さない！
c372_prskill	ダビと遊ぼう！
c372_skill	しっかり隠れてね！
c372_spa	ダビは温泉より海のほうが好きなの。
c372_startbt	頼まれたって無理だからね～！
c372_story1	ご主人～猫だから泳げないって本当？でもさ～猫も泳げるよね～？猫だから泳げないって言い訳だよね～？
c372_story2	春、夏、秋、冬…？！\とにかく夏はまた来るんでしょ～？\ご主人、来年の夏は泳ぎ方、覚えなきゃね！
c372_story3	ご主人はできないことばっかで大変だね～\ダビは心配だよ…\《頭痛の種》ってご主人のこと～？
c372_true1	えへっ。一日中泳いでたら、お腹すいた～\ご主人、何か食べ物ちょ～だい！
c372_true2	フッフッフッ。ダビが泳ぎ方、教えてあげよっか？\こんな感じで…体の力を抜いて横になって～\はいっ！浮かんで！…えっ？難しい？
c372_true3	毎日こんなふうに遊べたらいいな～！魔王争奪戦なんかやめて、バシャバシャ水遊びしてさ～！ご主人もそのほうが良いでしょ～？
c372_victory	今日もやっぱりダビの勝ち～！
c373_boss_long	さぁ、パーティーを始めようぜ！
c373_boss_short	気合入れろよ！
c373_ctskill	食らっとけ～っ！
c373_death_1	ハッ！焼きが回ったぜ…
c373_death_2	後は…頼んだぜ…
c373_drive	お前ら！楽しんでるか～っ！？
c373_hit_1	うぐっ！
c373_hit_2	ぐっ！
c373_hit_3	やるなっ！
c373_prskill	邪魔すんな！
c373_skill	どぉらよっ！
c373_spa	あぁ～染みるねぇ…\…っと、眠っちまうところだったぜ。
c373_startbt	力の使い方を教えてやるよ！
c373_story1	「カルペ・ディエム」いい言葉だ。だが、そうも言ってられなくなっちまった。背負っちまったからよ…
c373_story2	アイツを生かしたいんだろ？だったら俺たちが気張るしかねぇだろ。なぁ兄弟！
c373_story3	力は手段だ。キズナを繋ぐためのな。使い方はもう間違わねぇ。
c373_true1	あれがしたい、これがしたい？やりゃぁいいじゃねぇか！ただし、覚悟はしておけよ？
c373_true2	逃げ切れるわけねぇだろ？後悔は心に刻まれる。どこまで行っても追ってくるさ…
c373_true3	好き放題してきたツケが溜まってんだ。\やるしかねぇだろ？だからよ。\も～少し待ってくれ！この通り！！
c373_victory	ハッ！楽勝だな！
c378_boss_long	ふっ、握りつぶしてやる。
c378_boss_short	早くしろ、消すまでだ。
c378_ctskill	消えろ、目障りだよ！
c378_death_1	これまでか…うはっ…
c378_death_2	これで終わると思うな…
c378_drive	怪我する前に、そこどきな！
c378_hit_1	いたっ！
c378_hit_2	うっ…舐めるな！
c378_hit_3	あっ！
c378_prskill	はっ、闇に飲まれろ！
c378_skill	はっ、邪魔だよっ！
c378_spa	はっ…たまにはこういう時間もいいものだな。
c378_startbt	ハハハ！来い、ゴミのように蹴散らしてやる。
c378_story1	やる気か、アテナ！
c378_story2	実は、いつもアテナと戦う夢を見るんだ…結末はいつも同じ、アタシが負けて、THE ENDさ。
c378_story3	私とアテナは双極にある…\ふっ…そういうことか…
c378_true1	うなされる…悪夢…\チャイルドになってから…ずっとだ…
c378_true2	同じ人間から生まれた、光と闇の存在…\それがアタシとアテナの関係さ。
c378_true3	好きの裏返しだと…笑わせるな。\そんなことあるわけ無いだろう。
c378_victory	ふっ、肩慣らしにもならないな。
c379_boss_long	お相手しましょう、このアテナが！
c379_boss_short	我が盾の前に膝をつくことになろう！
c379_ctskill	くっ…突貫する！
c379_death_1	マスター…またどこかで…
c379_death_2	ひゃぁ～～～！
c379_drive	主命である。顕現せよ、アイギス！！
c379_hit_1	うっくっ！
c379_hit_2	うっ…まだまだ！
c379_hit_3	これくらい…！
c379_prskill	ここから先は、行かせない！
c379_skill	はーっ！
c379_spa	裸で湯に入るなど…破廉恥な！
c379_startbt	私が、盾になる！
c379_story1	私は見守り、導く存在だったはず。私はどうしたら…
c379_story2	私がどう思うか…？\そんなことは考えたことありません…\私の気持ちとは何ですか…？すべては彼女のため\私の存在理由はそれだけだったはずです。
c379_story3	私は人間界のことを学びたいだけです。\そ…そして…！マ、マスターのことも…！
c379_true1	私は彼女を思って遂行しただけなのに、なぜ伝わらないのだろう…
c379_true2	私のコトなんて、二の次だった。私の気持ちとか、感じることを述べることなんて考えてこなかった…
c379_true3	今度は、彼女や相手の気持ちも考えながら、自身の気持ちを少しずつ伝えていけたら…と思っています。ご主人にも、少しずつこの気持ちを、伝えていけたら…
c379_victory	ご無事ですか、マスター。
c381_boss_long	降参してもいいんですよ？
c381_boss_short	見逃してあげましょうか？
c381_ctskill	今の見えました？
c381_death_1	もう！紐がほどけちゃったじゃない！
c381_death_2	もう、知らない！
c381_drive	私の気持ちに気づいて！
c381_hit_1	もう許して！
c381_hit_2	きゃっ！
c381_hit_3	え～ん！
c381_prskill	どんな女の子が好きですか？
c381_skill	え～いっ！
c381_spa	こんな所に連れてきてどうするつもりですか？\はは～ん…悪魔様、一緒に入りたいんですか～？\うふっ。
c381_startbt	あなたを信じてます！
c381_story1	もうキャンディなんかに頼らない！\自分の力で、彼の心を掴みます！
c381_story2	はぁ…こんなんじゃ無理だよ…\男心を掴むなんて…\キャンディを食べさせるより絶対難しいんじゃ…
c381_story3	目を閉じると思い出せます。\恋に落ちたあの人を見てみたいという気持ちは、今も変わりませんから。
c381_true1	シトリー特製、愛のキャンディ！\これさえ飲めば運命の相手が見つかりますよ！\はい、あ～ん…どう？美味しい？
c381_true2	ビキニの紐も結べないんですか？\えっ？終わった？ううん…何か緩いんですけど？
c381_true3	どんなに甘い告白でも、本気じゃなかったら意味ないの。あなたには、純粋な気持ちで告白したいんです…
c381_victory	あれ？勝っちゃった！
c382_boss_long	遊びに付き合う気分じゃないのよ。
c382_boss_short	はぁ…どうしてこんなことに…
c382_ctskill	また私のこと、無視したわね！
c382_death_1	絶対に…許さない…
c382_death_2	はぁ…無駄死にですね…
c382_drive	アンタなんか死ねばいいのよ！！
c382_hit_1	身の程知らずが。
c382_hit_2	バカにして！
c382_hit_3	今に見てなさい…！
c382_prskill	話しかけないで！
c382_skill	仕方ありませんね。
c382_spa	何ですか？文句なら後にしてください。どうせくだらない話でしょう…
c382_startbt	いきなり頼まれても困るんですけど…
c382_story1	どう考えても余計なことをしてしまいました…\コホン！\悪魔は地獄に落としてやったほうがいいのに。
c382_story2	…ふん！フレイ様のようなおバカな悪魔に身を託すより、自分が生き残れる道を進もうと思っただけです…だから私はフレイ様の髪の毛を手に入れたんです…！
c382_story3	願いですか…？\楽しい生活を願うわけでもないし…かと言って\刺激的な生活を望むわけでもありませんが…\今まで通りでも…
c382_true1	フレイ様からは2日に1回ウザいと言われます…\それは私の台詞だ、バカフレイ。
c382_true2	悪魔が考えることなんて、みんな一緒です…\クズばっかりだから仕方ないし…浄化されちまえ…\ところで…私はいつまで我慢すればいいんですか？
c382_true3	勝手にしろって言いたいんですね。\どうせあなたも私が面倒なんでしょう。\変な子だと思ってるんでしょう！？\えっ？ちがう？ウソよ…
c382_victory	労働環境の改善を要求します。
c383_boss_long	意地を張って後悔するなよ？
c383_boss_short	フレイ様の参上だ！
c383_ctskill	その程度か？
c383_death_1	ぐはっ…バカな…
c383_death_2	これで…終わりだと…思うなよ！
c383_drive	せいぜい足掻くがいい！
c383_hit_1	貴様っ！
c383_hit_2	ハッハッ！
c383_hit_3	終わりか？
c383_prskill	その勇気だけは褒めてやろう。
c383_skill	さあ、くらえ。
c383_spa	こんな事してる場合か？貴様は呑気でいいものだな。
c383_startbt	俺様の出番だな！
c383_story1	いや、俺に聞かれても困る。\本当に何も覚えてないんだ！
c383_story2	そうだな、毎日のように主人を殺そうとするバカに聖水を与えたら、何が起こるかわからないからな。
c383_story3	余計な心配は止めろ。\おとなしく俺についてくればいいんだ。\お前は次期魔王のサポーターなんだぞ？
c383_true1	ぐっ…体が重い。魔王争奪戦の影響か？\ん？心配だ？はっ！俺の心配をする暇があったら、自分の心配をしろ！お前に死なれて困るのは、この俺\なんだからな！
c383_true2	雰囲気が変わっただと？よく分からんな。変化と言ったら昨日より美しくなった俺のナイスバディぐらいだろ？
c383_true3	この力は一体なんだ？全身に漲るこの力は…\こそばゆいな…気に入らん！
c383_victory	つまらん。帰るぞ！
c385_boss_long	小さいからってナメないでよね！
c385_boss_short	マリーの本気見せてあげる！
c385_ctskill	見え見えです！
c385_death_1	うぅ…エレナ様…
c385_death_2	そんな…やっぱり大きくないから…？
c385_drive	血の薔薇、咲かせてあげる。
c385_hit_1	いたっ！
c385_hit_2	やめてっ！
c385_hit_3	ふぇ～ん…
c385_prskill	一緒に踊りましょう！
c385_skill	えいや～！
c385_spa	はぁ～気持ちいい…\エレナ様と一緒に入りたかったな～…
c385_startbt	マリーと一緒に頑張りましょう！
c385_story1	なんですか？その目は…\マリーの言うこと、信じてませんね！\それならマリーの実力、見せてあげます！
c385_story2	リザさんはお美しくて、モナさんは優しくて…\2人とも大人の女性って感じですね！\どうしたらマリーは大人として\認めてもらえるのかな…？
c385_story3	も～！そんな言葉でマリーは騙されませんからね！\でも、ありがとうございます…\すこし元気になれました！
c385_true1	エレナ様が遊んでなさいって…\島に来てからマリーのこと子供扱い…\こうなったら、マリーが大人だって\証明するんだから！
c385_true2	マリーのご主人様はエレナ様ただ1人です。\あなたですか？あなたは…オーナーさん？\オーナーさんはマリーのこと、子供扱いしないですよね？
c385_true3	オーナーさんは、ダメダメですね。\でも、だからこそ、マリーが必要ですよね？\マリーがサーバントとして、しっかりオーナーさんにお仕えします。でも、今だけですよ？
c385_victory	やったぁ！マリーの勝ちです。
c386_boss_long	準備できてます…
c386_boss_short	負けないよ…
c386_ctskill	決めるわ！
c386_death_1	まだ……終われない……
c386_death_2	負けちゃった…
c386_drive	これが霧幻天神流よ！
c386_hit_1	うわぁー！
c386_hit_2	どうして…
c386_hit_3	させないわ！
c386_prskill	覚悟して…
c386_skill	決めるわ！
c386_spa	温泉は命の洗濯といいます。\本当に、癒されます…
c386_startbt	がんばります！
c386_story1	そういう話はちょっと…\まだ、お互いを良く知りませんし…
c386_story2	パイのサクサクした触感にクリームの滑らかな甘さ…それに苺を食べるとなんだか幸せな気分になれるんです。子供っぽいですか？
c386_story3	占いは先の見えない暗闇を少しだけ照らしてくれる…一歩を踏み出す勇気をもらえるんです。
c386_true1	これが…そうなのかな…\占いに示された出会い…？
c386_true2	あ、あんまり見ないでください…\本当に恥ずかしい…ダ、ダメッ！
c386_true3	先が見えないって、不安なんです…\占いのようにオーナーさんは私の未来を照らしてくれるのかな？
c386_victory	あなたに私は倒せない。
c387_boss_long	わたしがんばるから！見ててね！
c387_boss_short	しまっていこ～！
c387_ctskill	アチョ～！
c387_death_1	ふにゃ～…負けちゃいました～
c387_death_2	もう…強すぎですぅ…
c387_drive	胸を借ります！
c387_hit_1	痛～い！
c387_hit_2	あわわ～
c387_hit_3	そこは、メッ！
c387_prskill	私にも出来ちゃいました！
c387_skill	いっくぞ～！
c387_spa	ふわぁ～…やっぱり温泉は最高ですね～\疲れが体から溶け出していくみたいです～…
c387_startbt	一緒にがんばりましょう！
c387_story1	オーナーさんに出会えたのも、おばあちゃんのおかげかな。おばあちゃんのお使いをするといつもいいことがあるんですよ？
c387_story2	わたしは、モノマネが得意なんですよ！プロレス技はもちろん、なんでも真似てみせますから！
c387_story3	な、なに見てるんですか！？\止めてください！\わたしの胸に秘密なんてありませんよ～
c387_true1	えっ、オーナーさんのお手伝い？任せてください！\町内会のお祭りでは頼りにされてるんですよ？\えっ？お祭りじゃない…？えへへへ…
c387_true2	わたしは、こう見えても運が良いんですよ。\あ～！信じてませんね？\わたしと一緒にいればわかりますよ。オーナーさん！
c387_true3	オーナーさん。なんだかお年寄りみたいですね！\あわわ…別に悪口じゃないですよ！\おばあちゃんと一緒にいるみたいで安心できます…
c387_victory	みんなには、絶対ナイショだよ？
c388_boss_long	私は、レイシア級hIE。\タイプ・ワン、紅霞！
c388_boss_short	準備オッケー、と
c388_ctskill	なめんな！
c388_death_1	忘れないでください…
c388_death_2	お姉さ…ま…
c388_drive	出し惜しみしたら、死んじゃうよ！
c388_hit_1	やってくれんじゃない…
c388_hit_2	クッ…！
c388_hit_3	チッ！
c388_prskill	貫けぇっ！
c388_skill	いやあっ！！
c388_spa	人間って変わってるね。\お湯につかって何が楽しいんだか…
c388_startbt	まずは景気づけといこうか！
c388_story1	えっ？アンタ、悪魔なの？\何それ中二病？右手が疼く～ってヤツ？\はっ！おっもしろい。
c388_story2	はっ！言ってくれるね。\いいさ。やってやろうじゃない。\けど、どうなっても責任は取らないよ！
c388_story3	いいさ。もし、その時が来たら契約してもらう。\だから、私より先に死ぬんじゃないよ？
c388_true1	過去？パラレルワールド？\こんなことってホントにあるわけ？\さすがのわたしもこれには驚いたよ…
c388_true2	アイツみたいにアマちゃんだけど、背に腹はかえられないか…\あんたはさ、どんな風に私を使ってくれるの？
c388_true3	私って、つくづくオーナーに恵まれないんだね…\これって、あんた達の言うところの運命ってやつ？\ねぇ…私の新しい可能性ってどんなのかな？\ま、どうなっても、あんたが責任とってよね！
c388_victory	よくやったね、アンタたちのおかげで勝てたよ。
m003_boss_long	業火の呪いを受けてみろ
m003_boss_short	これで最後だ！
m003_ctskill	火炎の叫び！
m003_death_1	怒りの火花は消えない…
m003_death_2	ぐわぁぁぁ…
m003_drive	無限の業火！
m003_hit_1	ぐわっ！
m003_hit_2	くう…
m003_hit_3	ぐおっ！
m003_prskill	火炎の一撃！
m003_skill	くわっ！
m003_spa	怒りの火花は、消え…ない…
m003_startbt	俺を怒らせるな！
m003_story1	くわっ！ゾッとする悪魔だ！契約者の復讐する！\必ず！
m003_story2	オマエを、口に放り込んで、この牙で、噛み砕いてやる！
m003_story3	俺はいつでも見ているぞ、悪魔！
m003_true1	復讐！復讐だ！契約者を苦しめる悪魔に復讐だ！
m003_true2	愛おしい《ピーちゃん》…俺たちは家族だ…\《ピーちゃん》は永遠に俺が守る…
m003_true3	悪魔…《ピーちゃん》をいじめたが殺しはしない…\悪魔が死ねば《ピーちゃん》に会えないからな…
m003_victory	クハハハ！
m004_boss_long	業火の呪いを受けてみろ
m004_boss_short	これで最後だ！
m004_ctskill	火炎の叫び！
m004_death_1	怒りの火花は消えない…
m004_death_2	ぐわぁぁぁ…
m004_drive	無限の業火！
m004_hit_1	ぐわっ！
m004_hit_2	くう…
m004_hit_3	ぐおっ！
m004_prskill	火炎の一撃！
m004_skill	くわっ！
m004_spa	怒りの火花は、消え…ない…
m004_startbt	俺を怒らせるな！
m004_story1	くわっ！ゾッとする悪魔だ！契約者の復讐する！\必ず！
m004_story2	オマエを、口に放り込んで、この牙で、噛み砕いてやる！
m004_story3	俺はいつでも見ているぞ、悪魔！
m004_true1	復讐！復讐だ！契約者を苦しめる悪魔に復讐だ！
m004_true2	愛おしい《ピーちゃん》…俺たちは家族だ…\《ピーちゃん》は永遠に俺が守る…
m004_true3	悪魔…《ピーちゃん》をいじめたが殺しはしない…\悪魔が死ねば《ピーちゃん》に会えないからな…
m004_victory	クハハハ！
m007_boss_long	楽しい悪夢をみせてあげる。
m007_boss_short	新しいオモチャが来た！
m007_ctskill	何の指だと思う？
m007_death_1	一生いじめてやる！
m007_death_2	ぷぎゃぉわぁ！
m007_drive	逃げるのー？
m007_hit_1	うわああ！
m007_hit_2	いてっ！
m007_hit_3	うぎゃっ！
m007_prskill	すっごいオモシロい！
m007_skill	わはははっ！
m007_spa	入ってきなよ、悪魔！ちっとも熱くない。わははっ。
m007_startbt	遊ぼう！
m007_story1	じゃあね！あはははっ！
m007_story2	人間の考えることって本当に分からない。
m007_story3	ところで悪魔！\子供たちが悪夢をみるのがそんなに悪いことなのか？悪魔なら、人間たちが苦しむ姿を見るのが\好きなんじゃないのか？
m007_true1	悪魔！今回は僕と遊んでくれる？\遊んでくれないなら…\あはははっ！…一生くすぐってやる！
m007_true2	いひひひっ！今度はどんなイタズラをしよう？\考えただけでもワクワクする！
m007_true3	人間界はもう飽きた！今度は魔界で遊びたい。\悪魔！さっさと魔王になって魔界で遊ぼうよ！
m007_victory	もう終わり？つまんない…
m036_boss_long	ここで会うとは…ツイてないな…
m036_boss_short	Eespo.
m036_ctskill	Hityatsbu.
m036_death_1	すごいな…ふふ…
m036_death_2	くうっ…
m036_drive	Titbyu bi opel.
m036_hit_1	くっ…
m036_hit_2	くあっ…！
m036_hit_3	ぐあああ！
m036_prskill	Qoli tashamayha?
m036_skill	ふふふ…
m036_spa	温泉にまで来て…覗くつもりはない？つまらないな…
m036_startbt	息を殺して聞け…
m036_story1	…見ているぞ。\オマエがどれだけ…オモシロいものを…見せてくれるか…
m036_story2	自分の特技は闇の中で囁くこと…\あの人間が声を聞いたのかも…
m036_story3	ご主人様は…優しい悪魔…\皆がいい結果を残さねば…ふふ…
m036_true1	その仮面…とりたい…\本当の顔はどんな表情をしてるか…
m036_true2	自分を信じすぎるな…絶望するほど…\本当の自分の姿が見えてくる…ふふふ…
m036_true3	オマエの中にもいる。邪悪な悪魔が…\人間の真似をしても悪魔は悪魔…\偽るのはやめろ…
m036_victory	勝ってしまった…ふふ…
m037_boss_long	俺に出くわすなんて運がいいな。
m037_boss_short	来い！キキキ…
m037_ctskill	Tibrehu！
m037_death_1	つまらん、つまらん！
m037_death_2	くわああ！
m037_drive	Hatripeniha？
m037_hit_1	くっ！
m037_hit_2	くう…
m037_hit_3	ぎゃっ！
m037_prskill	Ahazti！
m037_skill	キキキ…
m037_spa	キキキ…今日はイタズラ…我慢するさ…
m037_startbt	始めるか？キキキ…
m037_story1	人間は本当に弱いな。\からかうのがオモシロい！キキキ！
m037_story2	イベント好きなんだ、俺の契約者は…キキキ…\期待してろ…
m037_story3	キキキ、教えない。\イタズラはこっそりやるのがいいんだ。
m037_true1	今度はどんなイタズラをしようか。\キキキ、楽しませてやる！
m037_true2	悪魔、俺は今悪魔もいい。キキキ…\人間の真似をする悪魔は本当にアホらしい。
m037_true3	キキキ…悪魔が魔王になる日を楽しみにしている…\ところで…本当に魔王になりたくないのか？
m037_victory	キキキ！勝ってしまった！
m038_10_boss_long	負ける…つもりはない。
m038_10_boss_short	戦おう。
m038_10_ctskill	ふうッ！
m038_10_death_1	ぬぐはっ…
m038_10_death_2	オレ…ここで…朽ち果てるのか…
m038_10_drive	おしまいだ。
m038_10_hit_1	グッ…
m038_10_hit_2	やるな…
m038_10_hit_3	まだ…戦える…
m038_10_prskill	しぶとい…
m038_10_skill	…ふん…行くぞ。
m038_10_spa	…いいだろう。
m038_10_startbt	始める。
m038_10_story1	…戦ってもいいのか？
m038_10_story2	…でも、勝った。
m038_10_story3	オレ…オマエの欲望を知ってる。
m038_10_true1	考えるより動くのが…先だ
m038_10_true2	オレが思うすべてを…それが…オレの欲望だ。
m038_10_true3	オレの…欲望を…満たせるか？
m038_10_victory	勝った。
m038_boss_long	負ける…つもりはない。
m038_boss_short	戦おう。
m038_ctskill	ふうッ！
m038_death_1	ぬぐはっ…
m038_death_2	オレ…ここで…朽ち果てるのか…
m038_drive	おしまいだ！
m038_hit_1	グッ…
m038_hit_2	やるな…
m038_hit_3	まだ…戦える…
m038_prskill	しぶとい…
m038_skill	…ふん…行くぞ。
m038_spa	…いいだろう。
m038_startbt	始める。
m038_story1	…戦ってもいいのか？
m038_story2	…でも、勝った。
m038_story3	オレ…オマエの欲望を知ってる。
m038_true1	考えるより動くのが…先だ
m038_true2	オレが思うすべてを…それが…オレの欲望だ。
m038_true3	オレの…欲望を…満たせるか？
m038_victory	勝った。
m039_boss_long	リユガー…怒らせるな…
m039_boss_short	怒った！殺す！
m039_ctskill	壊す！
m039_death_1	許さない…殺す…ガル…
m039_death_2	ぎゃ～～～
m039_drive	殺す！
m039_hit_1	ぐわっ！
